booking_id,customer_id,restaurant,booking_date,time_slot,party_size,special_requests,dietary_requirements
RB000189,31423,Blue Horizon Main,2025-03-15 03:29:08,13:00,8,Business dinner - discrete service requested; Wine pairing recommendations needed,Halal
RB000190,3822,Skyline Lounge,2025-09-17 13:11:36,19:00,2,Easy access seating required; Shellfish allergy - strict preparation required,Halal
RB000191,12840,Blue Horizon Main,2024-07-03 01:40:15,22:00,8,Engagement celebration; Easy access seating required,Gluten-free
RB000192,4389,Blue Horizon Main,2024-05-25 21:05:29,21:00,4,Chef's tasting menu requested; Extra space for medical equipment; Romantic dinner setup requested,None
RB000193,38316,Ocean View Grill,2025-10-20 15:08:47,19:00,2,Wine pairing recommendations needed,Gluten-free
RB000194,28849,Sunset Restaurant,2025-10-03 12:29:42,20:00,6,Booster seat needed; Halal meal options; Business dinner - discrete service requested; Near the fireplace,Vegan
RB000195,13934,Ocean View Grill,2025-02-18 09:32:34,21:00,6,Engagement celebration; Custom menu tasting; High chair required; Halal meal options,Gluten-free
RB000196,48179,Ocean View Grill,2024-08-30 11:34:09,21:00,4,High chair required; Bar seating,Vegan
RB000197,5778,Sunset Restaurant,2025-12-27 03:17:58,15:00,5,Engagement celebration,Halal
RB000198,20147,Blue Horizon Main,2025-02-06 01:11:21,11:00,8,Quiet corner table; Gluten-free options required; High chair required,Halal
RB000199,22413,Sunset Restaurant,2025-03-15 03:12:33,13:00,8,Easy access seating required; Shellfish allergy - strict preparation required; Family reunion dinner,Halal
RB000200,26075,Ocean View Grill,2025-06-20 01:22:30,11:00,3,Shellfish allergy - strict preparation required; Chef's tasting menu requested; Quiet corner table,Vegetarian
RB000201,16576,Blue Horizon Main,2025-07-02 23:04:38,18:00,6,Halal meal options; Near the fireplace,Gluten-free
RB000202,33689,Blue Horizon Main,2024-07-20 12:06:08,22:00,6,Kosher meal options; Special wine to be decanted,None
RB000203,10144,Blue Horizon Main,2025-06-17 05:49:17,14:00,1,,Vegan
RB000204,1509,Ocean View Grill,2025-04-11 05:17:45,14:00,1,Wine pairing recommendations needed; Halal meal options,Gluten-free
RB000205,2679,Blue Horizon Main,2024-11-22 21:53:08,21:00,2,,None
RB000206,7637,Sunset Restaurant,2025-10-15 23:17:54,17:00,1,Sommelier assistance requested; Gluten-free options required,Gluten-free
RB000207,22750,Ocean View Grill,2024-09-27 00:04:16,12:00,1,Early arrival for cocktails,Vegan
RB000208,17619,Sunset Restaurant,2025-11-13 07:09:43,17:00,1,,Gluten-free
RB000209,40382,Sunset Restaurant,2025-01-28 19:18:36,14:00,7,Wine pairing recommendations needed; Bar seating; High chair required,Halal
RB000210,32241,Skyline Lounge,2025-03-14 12:20:35,12:00,8,Vegetarian menu options; Easy access seating required,Halal
RB000211,35784,Ocean View Grill,2025-08-12 05:40:53,13:00,1,,Halal
RB000212,23577,Blue Horizon Main,2025-10-27 18:41:05,17:00,2,,Vegetarian
RB000213,4800,Sunset Restaurant,2024-12-05 14:29:53,17:00,3,Near the fireplace,Vegetarian
RB000214,36332,Skyline Lounge,2025-01-20 06:05:48,21:00,7,Bar seating; Anniversary celebration - special dessert requested,Halal
RB000215,27843,Ocean View Grill,2024-10-26 03:11:08,11:00,2,,None
RB000216,6368,Blue Horizon Main,2025-07-17 19:38:47,17:00,7,Early arrival for cocktails; Window table with ocean view; Shellfish allergy - strict preparation required; Business dinner - discrete service requested,Vegan
RB000217,21867,Ocean View Grill,2024-02-24 16:27:01,11:00,2,,Vegan
RB000218,11497,Ocean View Grill,2025-05-03 07:58:02,20:00,3,Sommelier assistance requested; Shellfish allergy - strict preparation required,Vegetarian
RB000219,40462,Sunset Restaurant,2024-11-10 13:36:58,17:00,7,Vegetarian menu options; Bar seating; Anniversary celebration - special dessert requested; High chair required,Gluten-free
RB000220,31087,Skyline Lounge,2024-04-29 12:33:55,17:00,6,Special wine to be decanted; High chair required; Halal meal options; Quiet corner table,Vegan
RB000221,40640,Skyline Lounge,2025-12-05 01:36:20,15:00,5,Business dinner - discrete service requested; Nut-free preparation required; Outdoor seating,Vegetarian
RB000222,38245,Blue Horizon Main,2025-07-28 11:47:44,15:00,7,Easy access seating required; Chef's tasting menu requested,Gluten-free
