room_id,room_number,date,status,price,max_occupancy
RM000001,0101,2025-05-18,Available,453.96,2
RM000001,0101,2025-05-19,Available,382.05,2
RM000001,0101,2025-05-20,Available,341.3,2
RM000001,0101,2025-05-21,Available,336.64,2
RM000001,0101,2025-05-22,Available,329.58,2
RM000001,0101,2025-05-23,Available,380.42,2
RM000001,0101,2025-05-24,Available,414.58,2
RM000001,0101,2025-05-25,Available,381.67,2
RM000001,0101,2025-05-26,Available,337.88,2
RM000001,0101,2025-05-27,Available,328.95,2
RM000001,0101,2025-05-28,Available,374.12,2
RM000001,0101,2025-05-29,Available,372.11,2
RM000001,0101,2025-05-30,Available,357.34,2
RM000001,0101,2025-05-31,Available,447.26,2
RM000001,0101,2025-06-01,Available,500.0,2
RM000001,0101,2025-06-02,Available,418.09,2
RM000001,0101,2025-06-03,Available,456.97,2
RM000001,0101,2025-06-04,Available,490.18,2
RM000001,0101,2025-06-05,Available,491.22,2
RM000001,0101,2025-06-06,Available,436.74,2
RM000001,0101,2025-06-07,Available,493.29,2
RM000001,0101,2025-06-08,Available,500.0,2
RM000001,0101,2025-06-09,Available,467.62,2
RM000001,0101,2025-06-10,Available,469.73,2
RM000001,0101,2025-06-11,Available,414.42,2
RM000001,0101,2025-06-12,Available,495.87,2
RM000001,0101,2025-06-13,Available,448.47,2
RM000001,0101,2025-06-14,Available,500.0,2
RM000001,0101,2025-06-15,Available,500.0,2
RM000001,0101,2025-06-16,Available,464.34,2
RM000001,0101,2025-06-17,Available,493.1,2
RM000001,0101,2025-06-18,Available,419.85,2
RM000001,0101,2025-06-19,Available,484.19,2
RM000001,0101,2025-06-20,Available,488.55,2
RM000001,0101,2025-06-21,Maintenance,,2
RM000001,0101,2025-06-22,Maintenance,,2
RM000001,0101,2025-06-23,Available,469.91,2
RM000001,0101,2025-06-24,Available,459.93,2
RM000001,0101,2025-06-25,Available,462.34,2
RM000001,0101,2025-06-26,Available,433.1,2
RM000001,0101,2025-06-27,Available,450.93,2
RM000001,0101,2025-06-28,Booked,,2
RM000001,0101,2025-06-29,Booked,,2
RM000001,0101,2025-06-30,Booked,,2
RM000001,0101,2025-07-01,Booked,,2
RM000001,0101,2025-07-02,Booked,,2
RM000001,0101,2025-07-03,Booked,,2
RM000001,0101,2025-07-04,Booked,,2
RM000001,0101,2025-07-05,Booked,,2
RM000001,0101,2025-07-06,Booked,,2
RM000001,0101,2025-07-07,Booked,,2
RM000001,0101,2025-07-08,Booked,,2
RM000001,0101,2025-07-09,Booked,,2
RM000001,0101,2025-07-10,Booked,,2
RM000001,0101,2025-07-11,Booked,,2
RM000001,0101,2025-07-12,Booked,,2
RM000001,0101,2025-07-13,Booked,,2
RM000001,0101,2025-07-14,Booked,,2
RM000001,0101,2025-07-15,Booked,,2
RM000001,0101,2025-07-16,Available,444.04,2
RM000001,0101,2025-07-17,Available,420.86,2
RM000001,0101,2025-07-18,Available,410.15,2
RM000001,0101,2025-07-19,Available,500.0,2
RM000001,0101,2025-07-20,Available,500.0,2
RM000001,0101,2025-07-21,Available,468.05,2
RM000001,0101,2025-07-22,Available,444.18,2
RM000001,0101,2025-07-23,Available,456.74,2
RM000001,0101,2025-07-24,Available,421.37,2
RM000001,0101,2025-07-25,Booked,,2
RM000001,0101,2025-07-26,Booked,,2
RM000001,0101,2025-07-27,Booked,,2
RM000001,0101,2025-07-28,Booked,,2
RM000001,0101,2025-07-29,Booked,,2
RM000001,0101,2025-07-30,Booked,,2
RM000001,0101,2025-07-31,Booked,,2
RM000001,0101,2025-08-01,Booked,,2
RM000001,0101,2025-08-02,Booked,,2
RM000001,0101,2025-08-03,Booked,,2
RM000001,0101,2025-08-04,Booked,,2
RM000001,0101,2025-08-05,Booked,,2
RM000001,0101,2025-08-06,Booked,,2
RM000001,0101,2025-08-07,Booked,,2
RM000001,0101,2025-08-08,Booked,,2
RM000001,0101,2025-08-09,Booked,,2
RM000001,0101,2025-08-10,Booked,,2
RM000001,0101,2025-08-11,Booked,,2
RM000001,0101,2025-08-12,Available,426.27,2
RM000001,0101,2025-08-13,Available,464.5,2
RM000001,0101,2025-08-14,Available,452.75,2
RM000001,0101,2025-08-15,Available,494.77,2
RM000001,0101,2025-08-16,Booked,,2
RM000001,0101,2025-08-17,Booked,,2
RM000001,0101,2025-08-18,Booked,,2
RM000001,0101,2025-08-19,Booked,,2
RM000001,0101,2025-08-20,Booked,,2
RM000001,0101,2025-08-21,Booked,,2
RM000001,0101,2025-08-22,Booked,,2
RM000001,0101,2025-08-23,Booked,,2
RM000001,0101,2025-08-24,Booked,,2
RM000001,0101,2025-08-25,Booked,,2
RM000001,0101,2025-08-26,Booked,,2
RM000001,0101,2025-08-27,Booked,,2
RM000001,0101,2025-08-28,Booked,,2
RM000001,0101,2025-08-29,Booked,,2
RM000001,0101,2025-08-30,Booked,,2
RM000001,0101,2025-08-31,Booked,,2
RM000001,0101,2025-09-01,Booked,,2
RM000001,0101,2025-09-02,Booked,,2
RM000001,0101,2025-09-03,Booked,,2
RM000001,0101,2025-09-04,Booked,,2
RM000001,0101,2025-09-05,Booked,,2
RM000001,0101,2025-09-06,Booked,,2
RM000001,0101,2025-09-07,Booked,,2
RM000001,0101,2025-09-08,Available,360.47,2
RM000001,0101,2025-09-09,Available,365.44,2
RM000001,0101,2025-09-10,Available,373.86,2
RM000001,0101,2025-09-11,Available,363.2,2
RM000001,0101,2025-09-12,Available,337.8,2
RM000001,0101,2025-09-13,Booked,,2
RM000001,0101,2025-09-14,Booked,,2
RM000001,0101,2025-09-15,Available,321.2,2
RM000001,0101,2025-09-16,Available,315.69,2
RM000001,0101,2025-09-17,Available,369.51,2
RM000001,0101,2025-09-18,Available,362.61,2
RM000001,0101,2025-09-19,Available,348.2,2
RM000001,0101,2025-09-20,Available,393.64,2
RM000001,0101,2025-09-21,Booked,,2
RM000001,0101,2025-09-22,Booked,,2
RM000001,0101,2025-09-23,Booked,,2
RM000001,0101,2025-09-24,Booked,,2
RM000001,0101,2025-09-25,Booked,,2
RM000001,0101,2025-09-26,Booked,,2
RM000001,0101,2025-09-27,Booked,,2
RM000001,0101,2025-09-28,Available,438.72,2
RM000001,0101,2025-09-29,Available,326.07,2
RM000001,0101,2025-09-30,Available,341.59,2
RM000001,0101,2025-10-01,Available,323.36,2
RM000001,0101,2025-10-02,Available,338.84,2
RM000001,0101,2025-10-03,Available,325.77,2
RM000001,0101,2025-10-04,Booked,,2
RM000001,0101,2025-10-05,Booked,,2
RM000001,0101,2025-10-06,Booked,,2
RM000001,0101,2025-10-07,Booked,,2
RM000001,0101,2025-10-08,Booked,,2
RM000001,0101,2025-10-09,Booked,,2
RM000001,0101,2025-10-10,Booked,,2
RM000001,0101,2025-10-11,Booked,,2
RM000001,0101,2025-10-12,Booked,,2
RM000001,0101,2025-10-13,Booked,,2
RM000001,0101,2025-10-14,Booked,,2
RM000001,0101,2025-10-15,Booked,,2
RM000001,0101,2025-10-16,Booked,,2
RM000001,0101,2025-10-17,Booked,,2
RM000001,0101,2025-10-18,Booked,,2
RM000001,0101,2025-10-19,Booked,,2
RM000001,0101,2025-10-20,Booked,,2
RM000001,0101,2025-10-21,Booked,,2
RM000001,0101,2025-10-22,Booked,,2
RM000001,0101,2025-10-23,Booked,,2
RM000001,0101,2025-10-24,Booked,,2
RM000001,0101,2025-10-25,Booked,,2
RM000001,0101,2025-10-26,Booked,,2
RM000001,0101,2025-10-27,Available,370.7,2
RM000001,0101,2025-10-28,Available,332.25,2
RM000001,0101,2025-10-29,Booked,,2
RM000001,0101,2025-10-30,Booked,,2
RM000001,0101,2025-10-31,Booked,,2
RM000001,0101,2025-11-01,Booked,,2
RM000001,0101,2025-11-02,Available,396.68,2
RM000001,0101,2025-11-03,Available,324.32,2
RM000001,0101,2025-11-04,Available,332.22,2
RM000001,0101,2025-11-05,Available,349.62,2
RM000001,0101,2025-11-06,Booked,,2
RM000001,0101,2025-11-07,Available,374.13,2
RM000001,0101,2025-11-08,Available,382.95,2
RM000001,0101,2025-11-09,Available,440.34,2
RM000001,0101,2025-11-10,Booked,,2
RM000001,0101,2025-11-11,Booked,,2
RM000001,0101,2025-11-12,Booked,,2
RM000001,0101,2025-11-13,Booked,,2
RM000001,0101,2025-11-14,Booked,,2
RM000001,0101,2025-11-15,Booked,,2
RM000001,0101,2025-11-16,Booked,,2
RM000001,0101,2025-11-17,Booked,,2
RM000001,0101,2025-11-18,Booked,,2
RM000001,0101,2025-11-19,Booked,,2
RM000001,0101,2025-11-20,Booked,,2
RM000001,0101,2025-11-21,Available,327.56,2
RM000001,0101,2025-11-22,Available,392.21,2
RM000001,0101,2025-11-23,Available,394.1,2
RM000001,0101,2025-11-24,Available,340.14,2
RM000001,0101,2025-11-25,Available,359.79,2
RM000001,0101,2025-11-26,Available,327.75,2
RM000001,0101,2025-11-27,Available,336.45,2
RM000001,0101,2025-11-28,Available,380.32,2
RM000001,0101,2025-11-29,Available,398.77,2
RM000001,0101,2025-11-30,Available,415.83,2
RM000001,0101,2025-12-01,Booked,,2
RM000001,0101,2025-12-02,Booked,,2
RM000001,0101,2025-12-03,Booked,,2
RM000001,0101,2025-12-04,Available,500.0,2
RM000001,0101,2025-12-05,Available,491.68,2
RM000001,0101,2025-12-06,Available,500.0,2
RM000001,0101,2025-12-07,Booked,,2
RM000001,0101,2025-12-08,Booked,,2
RM000001,0101,2025-12-09,Booked,,2
RM000001,0101,2025-12-10,Booked,,2
RM000001,0101,2025-12-11,Booked,,2
RM000001,0101,2025-12-12,Booked,,2
RM000001,0101,2025-12-13,Booked,,2
RM000001,0101,2025-12-14,Booked,,2
RM000001,0101,2025-12-15,Booked,,2
RM000001,0101,2025-12-16,Booked,,2
RM000001,0101,2025-12-17,Booked,,2
RM000001,0101,2025-12-18,Available,496.18,2
RM000001,0101,2025-12-19,Available,500.0,2
RM000001,0101,2025-12-20,Available,500.0,2
RM000001,0101,2025-12-21,Available,500.0,2
RM000001,0101,2025-12-22,Available,448.18,2
RM000001,0101,2025-12-23,Available,490.83,2
RM000001,0101,2025-12-24,Available,500.0,2
RM000001,0101,2025-12-25,Available,475.4,2
RM000001,0101,2025-12-26,Available,441.65,2
RM000001,0101,2025-12-27,Available,500.0,2
RM000001,0101,2025-12-28,Available,500.0,2
RM000001,0101,2025-12-29,Available,498.91,2
RM000001,0101,2025-12-30,Available,500.0,2
RM000001,0101,2025-12-31,Available,496.96,2
RM000001,0101,2026-01-01,Available,468.24,2
RM000001,0101,2026-01-02,Available,483.53,2
RM000001,0101,2026-01-03,Available,500.0,2
RM000002,0102,2025-01-04,Booked,,2
RM000002,0102,2025-01-05,Booked,,2
RM000002,0102,2025-01-06,Booked,,2
RM000002,0102,2025-01-07,Booked,,2
RM000002,0102,2025-01-08,Booked,,2
RM000002,0102,2025-01-09,Booked,,2
RM000002,0102,2025-01-10,Booked,,2
RM000002,0102,2025-01-11,Booked,,2
RM000002,0102,2025-01-12,Booked,,2
RM000002,0102,2025-01-13,Booked,,2
RM000002,0102,2025-01-14,Booked,,2
RM000002,0102,2025-01-15,Booked,,2
RM000002,0102,2025-01-16,Booked,,2
RM000002,0102,2025-01-17,Booked,,2
RM000002,0102,2025-01-18,Booked,,2
RM000002,0102,2025-01-19,Booked,,2
RM000002,0102,2025-01-20,Booked,,2
RM000002,0102,2025-01-21,Booked,,2
RM000002,0102,2025-01-22,Available,500.0,2
RM000002,0102,2025-01-23,Available,500.0,2
RM000002,0102,2025-01-24,Available,460.47,2
RM000002,0102,2025-01-25,Available,500.0,2
RM000002,0102,2025-01-26,Available,500.0,2
RM000002,0102,2025-01-27,Booked,,2
RM000002,0102,2025-01-28,Booked,,2
RM000002,0102,2025-01-29,Booked,,2
RM000002,0102,2025-01-30,Booked,,2
RM000002,0102,2025-01-31,Booked,,2
RM000002,0102,2025-02-01,Booked,,2
RM000002,0102,2025-02-02,Booked,,2
RM000002,0102,2025-02-03,Available,384.49,2
RM000002,0102,2025-02-04,Available,347.8,2
RM000002,0102,2025-02-05,Available,347.54,2
RM000002,0102,2025-02-06,Available,364.11,2
RM000002,0102,2025-02-07,Available,349.47,2
RM000002,0102,2025-02-08,Available,457.14,2
RM000002,0102,2025-02-09,Available,422.71,2
RM000002,0102,2025-02-10,Available,346.47,2
RM000002,0102,2025-02-11,Available,380.34,2
RM000002,0102,2025-02-12,Available,367.39,2
RM000002,0102,2025-02-13,Available,333.75,2
RM000002,0102,2025-02-14,Available,316.84,2
RM000002,0102,2025-02-15,Booked,,2
RM000002,0102,2025-02-16,Booked,,2
RM000002,0102,2025-02-17,Booked,,2
RM000002,0102,2025-02-18,Booked,,2
RM000002,0102,2025-02-19,Booked,,2
RM000002,0102,2025-02-20,Booked,,2
RM000002,0102,2025-02-21,Booked,,2
RM000002,0102,2025-02-22,Available,385.37,2
RM000002,0102,2025-02-23,Booked,,2
RM000002,0102,2025-02-24,Booked,,2
RM000002,0102,2025-02-25,Booked,,2
RM000002,0102,2025-02-26,Booked,,2
RM000002,0102,2025-02-27,Booked,,2
RM000002,0102,2025-02-28,Booked,,2
RM000002,0102,2025-03-01,Booked,,2
RM000002,0102,2025-03-02,Booked,,2
RM000002,0102,2025-03-03,Booked,,2
RM000002,0102,2025-03-04,Booked,,2
RM000002,0102,2025-03-05,Booked,,2
RM000002,0102,2025-03-06,Available,350.81,2
RM000002,0102,2025-03-07,Available,377.75,2
RM000002,0102,2025-03-08,Booked,,2
RM000002,0102,2025-03-09,Booked,,2
RM000002,0102,2025-03-10,Booked,,2
RM000002,0102,2025-03-11,Booked,,2
RM000002,0102,2025-03-12,Booked,,2
RM000002,0102,2025-03-13,Booked,,2
RM000002,0102,2025-03-14,Booked,,2
RM000002,0102,2025-03-15,Booked,,2
RM000002,0102,2025-03-16,Booked,,2
RM000002,0102,2025-03-17,Booked,,2
RM000002,0102,2025-03-18,Booked,,2
RM000002,0102,2025-03-19,Available,378.06,2
RM000002,0102,2025-03-20,Booked,,2
RM000002,0102,2025-03-21,Booked,,2
RM000002,0102,2025-03-22,Booked,,2
RM000002,0102,2025-03-23,Booked,,2
RM000002,0102,2025-03-24,Booked,,2
RM000002,0102,2025-03-25,Booked,,2
RM000002,0102,2025-03-26,Booked,,2
RM000002,0102,2025-03-27,Booked,,2
RM000002,0102,2025-03-28,Booked,,2
RM000002,0102,2025-03-29,Booked,,2
RM000002,0102,2025-03-30,Booked,,2
RM000002,0102,2025-03-31,Booked,,2
RM000002,0102,2025-04-01,Booked,,2
RM000002,0102,2025-04-02,Booked,,2
RM000002,0102,2025-04-03,Booked,,2
RM000002,0102,2025-04-04,Booked,,2
RM000002,0102,2025-04-05,Booked,,2
RM000002,0102,2025-04-06,Booked,,2
RM000002,0102,2025-04-07,Booked,,2
RM000002,0102,2025-04-08,Booked,,2
RM000002,0102,2025-04-09,Booked,,2
RM000002,0102,2025-04-10,Booked,,2
RM000002,0102,2025-04-11,Booked,,2
RM000002,0102,2025-04-12,Booked,,2
RM000002,0102,2025-04-13,Booked,,2
RM000002,0102,2025-04-14,Booked,,2
RM000002,0102,2025-04-15,Booked,,2
RM000002,0102,2025-04-16,Booked,,2
RM000002,0102,2025-04-17,Available,370.1,2
RM000002,0102,2025-04-18,Available,324.55,2
RM000002,0102,2025-04-19,Available,461.91,2
RM000002,0102,2025-04-20,Available,403.84,2
RM000002,0102,2025-04-21,Available,321.41,2
RM000002,0102,2025-04-22,Available,375.68,2
RM000002,0102,2025-04-23,Booked,,2
RM000002,0102,2025-04-24,Booked,,2
RM000002,0102,2025-04-25,Booked,,2
RM000002,0102,2025-04-26,Booked,,2
RM000002,0102,2025-04-27,Booked,,2
RM000002,0102,2025-04-28,Booked,,2
RM000002,0102,2025-04-29,Booked,,2
RM000002,0102,2025-04-30,Booked,,2
RM000002,0102,2025-05-01,Booked,,2
RM000002,0102,2025-05-02,Booked,,2
RM000002,0102,2025-05-03,Booked,,2
RM000002,0102,2025-05-04,Booked,,2
RM000002,0102,2025-05-05,Booked,,2
RM000002,0102,2025-05-06,Booked,,2
RM000002,0102,2025-05-07,Booked,,2
RM000002,0102,2025-05-08,Available,329.85,2
RM000002,0102,2025-05-09,Available,350.18,2
RM000002,0102,2025-05-10,Available,448.89,2
RM000002,0102,2025-05-11,Available,417.52,2
RM000002,0102,2025-05-12,Available,374.92,2
RM000002,0102,2025-05-13,Available,333.18,2
RM000002,0102,2025-05-14,Available,343.1,2
RM000002,0102,2025-05-15,Booked,,2
RM000002,0102,2025-05-16,Booked,,2
RM000002,0102,2025-05-17,Booked,,2
RM000002,0102,2025-05-18,Booked,,2
RM000002,0102,2025-05-19,Booked,,2
RM000002,0102,2025-05-20,Booked,,2
RM000002,0102,2025-05-21,Booked,,2
RM000002,0102,2025-05-22,Booked,,2
RM000002,0102,2025-05-23,Booked,,2
RM000002,0102,2025-05-24,Available,432.56,2
RM000002,0102,2025-05-25,Available,403.31,2
RM000002,0102,2025-05-26,Available,365.72,2
RM000002,0102,2025-05-27,Available,322.31,2
RM000002,0102,2025-05-28,Available,375.01,2
RM000002,0102,2025-05-29,Booked,,2
RM000002,0102,2025-05-30,Booked,,2
RM000002,0102,2025-05-31,Booked,,2
RM000002,0102,2025-06-01,Booked,,2
RM000002,0102,2025-06-02,Booked,,2
RM000002,0102,2025-06-03,Booked,,2
RM000002,0102,2025-06-04,Booked,,2
RM000002,0102,2025-06-05,Booked,,2
RM000002,0102,2025-06-06,Booked,,2
RM000002,0102,2025-06-07,Booked,,2
RM000002,0102,2025-06-08,Booked,,2
RM000002,0102,2025-06-09,Booked,,2
RM000002,0102,2025-06-10,Booked,,2
RM000002,0102,2025-06-11,Booked,,2
RM000002,0102,2025-06-12,Booked,,2
RM000002,0102,2025-06-13,Booked,,2
RM000002,0102,2025-06-14,Booked,,2
RM000002,0102,2025-06-15,Booked,,2
RM000002,0102,2025-06-16,Booked,,2
RM000002,0102,2025-06-17,Booked,,2
RM000002,0102,2025-06-18,Booked,,2
RM000002,0102,2025-06-19,Booked,,2
RM000002,0102,2025-06-20,Booked,,2
RM000002,0102,2025-06-21,Booked,,2
RM000002,0102,2025-06-22,Booked,,2
RM000002,0102,2025-06-23,Booked,,2
RM000002,0102,2025-06-24,Booked,,2
RM000002,0102,2025-06-25,Booked,,2
RM000002,0102,2025-06-26,Booked,,2
RM000002,0102,2025-06-27,Available,485.75,2
RM000002,0102,2025-06-28,Booked,,2
RM000002,0102,2025-06-29,Booked,,2
RM000002,0102,2025-06-30,Booked,,2
RM000002,0102,2025-07-01,Booked,,2
RM000002,0102,2025-07-02,Booked,,2
RM000002,0102,2025-07-03,Booked,,2
RM000002,0102,2025-07-04,Booked,,2
RM000002,0102,2025-07-05,Booked,,2
RM000002,0102,2025-07-06,Booked,,2
RM000002,0102,2025-07-07,Booked,,2
RM000002,0102,2025-07-08,Booked,,2
RM000002,0102,2025-07-09,Booked,,2
RM000002,0102,2025-07-10,Booked,,2
RM000002,0102,2025-07-11,Booked,,2
RM000002,0102,2025-07-12,Booked,,2
RM000002,0102,2025-07-13,Booked,,2
RM000002,0102,2025-07-14,Booked,,2
RM000002,0102,2025-07-15,Booked,,2
RM000002,0102,2025-07-16,Booked,,2
RM000002,0102,2025-07-17,Booked,,2
RM000002,0102,2025-07-18,Booked,,2
RM000002,0102,2025-07-19,Booked,,2
RM000002,0102,2025-07-20,Booked,,2
RM000002,0102,2025-07-21,Booked,,2
RM000002,0102,2025-07-22,Booked,,2
RM000002,0102,2025-07-23,Booked,,2
RM000002,0102,2025-07-24,Booked,,2
RM000002,0102,2025-07-25,Booked,,2
RM000002,0102,2025-07-26,Booked,,2
RM000002,0102,2025-07-27,Booked,,2
RM000002,0102,2025-07-28,Booked,,2
RM000002,0102,2025-07-29,Booked,,2
RM000002,0102,2025-07-30,Booked,,2
RM000002,0102,2025-07-31,Booked,,2
RM000002,0102,2025-08-01,Booked,,2
RM000002,0102,2025-08-02,Booked,,2
RM000002,0102,2025-08-03,Booked,,2
RM000002,0102,2025-08-04,Booked,,2
RM000002,0102,2025-08-05,Booked,,2
RM000002,0102,2025-08-06,Booked,,2
RM000002,0102,2025-08-07,Booked,,2
RM000002,0102,2025-08-08,Booked,,2
RM000002,0102,2025-08-09,Booked,,2
RM000002,0102,2025-08-10,Booked,,2
RM000002,0102,2025-08-11,Booked,,2
RM000002,0102,2025-08-12,Booked,,2
RM000002,0102,2025-08-13,Available,471.86,2
RM000002,0102,2025-08-14,Available,468.0,2
RM000002,0102,2025-08-15,Available,447.94,2
RM000002,0102,2025-08-16,Available,500.0,2
RM000002,0102,2025-08-17,Available,500.0,2
RM000002,0102,2025-08-18,Available,461.29,2
RM000002,0102,2025-08-19,Available,422.72,2
RM000002,0102,2025-08-20,Available,499.92,2
RM000002,0102,2025-08-21,Available,493.8,2
RM000002,0102,2025-08-22,Maintenance,,2
RM000002,0102,2025-08-23,Booked,,2
RM000002,0102,2025-08-24,Booked,,2
RM000002,0102,2025-08-25,Booked,,2
RM000002,0102,2025-08-26,Booked,,2
RM000002,0102,2025-08-27,Booked,,2
RM000002,0102,2025-08-28,Booked,,2
RM000002,0102,2025-08-29,Booked,,2
RM000002,0102,2025-08-30,Booked,,2
RM000002,0102,2025-08-31,Booked,,2
RM000002,0102,2025-09-01,Booked,,2
RM000002,0102,2025-09-02,Booked,,2
RM000002,0102,2025-09-03,Booked,,2
RM000002,0102,2025-09-04,Booked,,2
RM000002,0102,2025-09-05,Booked,,2
RM000002,0102,2025-09-06,Booked,,2
RM000002,0102,2025-09-07,Booked,,2
RM000002,0102,2025-09-08,Booked,,2
RM000002,0102,2025-09-09,Available,345.65,2
RM000002,0102,2025-09-10,Available,319.15,2
