payment_id,booking_id,amount,payment_method,payment_provider,status,timestamp,processing_fee,total_charged
PAY000030,BK000025,1140.1396637971127,Debit Card,MasterCard Debit,Completed,2024-06-25 01:00:52,17.30209495695669,1157.4417587540693
PAY000031,BK000026,12585.866921046136,Credit Card,Discover,Completed,2024-09-12 04:56:10,365.290140710338,12951.157061756474
PAY000032,BK000027,1536.6310134844905,Credit Card,Visa,Completed,2024-02-26 15:54:46,44.86229939105022,1581.4933128755408
PAY000033,BK000028,1664.0379133297783,Debit Card,MasterCard Debit,Completed,2025-05-09 14:45:20,25.160568699946673,1689.198482029725
PAY000034,BK000029,1268.9300639758885,Bank Transfer,SEPA,Completed,2025-04-21 07:36:13,15.689300639758883,1284.6193646156473
PAY000034,BK000029,6344.650319879442,Bank Transfer,SEPA,Completed,2025-05-30 07:36:13,78.44650319879442,6423.096823078236
PAY000036,BK000030,7292.061067747166,Corporate Account,Direct Billing,Completed,2024-06-16 07:49:49,72.92061067747166,7364.981678424638
PAY000037,BK000031,20760.376132911195,Credit Card,Visa,Completed,2025-03-19 06:18:54,602.3509078544247,21362.727040765618
PAY000038,BK000032,28723.271191029817,Debit Card,Visa Debit,Completed,2025-10-27 16:21:32,431.0490678654472,29154.320258895263
PAY000039,BK000033,6157.9164713688115,Credit Card,American Express,Completed,2024-02-16 22:10:48,178.87957766969555,6336.796049038507
PAY000040,BK000034,3901.442110942707,Credit Card,MasterCard,Completed,2025-09-04 07:20:15,113.44182121733851,4014.883932160046
PAY000041,BK000035,7275.787219205662,Debit Card,Visa Debit,Completed,2025-05-08 20:24:33,109.33680828808492,7385.124027493747
PAY000042,BK000036,4606.725253830048,Credit Card,Visa,Completed,2024-12-23 22:21:33,133.8950323610714,4740.62028619112
PAY000043,BK000037,17999.26129561169,Credit Card,Discover,Completed,2024-12-03 09:42:23,522.278577572739,18521.53987318443
PAY000044,BK000038,7375.843167217381,Corporate Account,Corporate Card,Completed,2025-05-19 08:56:04,73.75843167217381,7449.601598889555
PAY000045,BK000039,15075.929260151812,Credit Card,American Express,Completed,2025-11-17 18:44:17,437.5019485444026,15513.431208696215
PAY000046,BK000040,4641.352426847067,Debit Card,MasterCard Debit,Completed,2025-04-15 10:34:17,69.82028640270602,4711.172713249774
PAY000047,BK000041,22836.61890555373,Credit Card,American Express,Completed,2025-06-01 21:03:47,662.5619482610581,23499.180853814785
PAY000048,BK000042,2028.510456919166,Bank Transfer,ACH,Completed,2025-01-18 00:45:45,23.28510456919166,2051.7955614883576
PAY000048,BK000042,10142.55228459583,Bank Transfer,ACH,Completed,2025-02-07 00:45:45,116.4255228459583,10258.977807441788
PAY000050,BK000043,12996.782341095315,Corporate Account,Corporate Card,Completed,2025-04-20 15:32:00,129.96782341095314,13126.750164506268
PAY000051,BK000044,11002.519351599129,Corporate Account,Direct Billing,Completed,2024-02-05 13:39:18,110.02519351599129,11112.544545115119
PAY000052,BK000045,2027.6931325532444,Credit Card,American Express,Completed,2024-01-15 13:53:58,59.103100844044086,2086.7962333972882
PAY000053,BK000046,67020.45013813183,Credit Card,Visa,Completed,2024-07-24 08:39:50,1943.893054005823,68964.34319213765
PAY000054,BK000047,1159.1407056030203,Credit Card,MasterCard,Completed,2025-04-27 16:33:53,33.91508046248759,1193.0557860655078
PAY000055,BK000048,3537.8073729966463,Debit Card,MasterCard Debit,Completed,2024-01-08 02:40:55,53.2671105949497,3591.074483591596
PAY000056,BK000049,7304.570194435106,Bank Transfer,Wire Transfer,Completed,2023-12-03 00:53:28,76.04570194435105,7380.615896379456
PAY000056,BK000049,36522.850972175525,Bank Transfer,Wire Transfer,Completed,2023-12-18 00:53:28,380.22850972175524,36903.07948189728
PAY000058,BK000050,1537.0456357473304,Credit Card,MasterCard,Completed,2025-05-20 03:36:05,44.87432343667258,1581.919959184003
PAY000059,BK000051,5681.3578148307315,Bank Transfer,SEPA,Completed,2024-08-30 15:44:18,59.81357814830731,5741.1713929790385
PAY000059,BK000051,28406.789074153654,Bank Transfer,SEPA,Completed,2024-09-25 15:44:18,299.06789074153653,28705.85696489519
PAY000061,BK000052,5301.273379148563,Credit Card,MasterCard,Completed,2024-06-13 16:14:43,154.03692799530836,5455.310307143872
PAY000062,BK000053,1089.2971114462773,Debit Card,Visa Debit,Completed,2025-03-02 18:58:20,16.539456671694158,1105.8365681179714
PAY000063,BK000054,1119.7190804097224,Bank Transfer,Wire Transfer,Completed,2024-08-15 05:53:51,14.197190804097227,1133.9162712138198
PAY000063,BK000054,5598.595402048612,Bank Transfer,Wire Transfer,Completed,2024-09-04 05:53:51,70.98595402048613,5669.581356069099
PAY000065,BK000055,5372.357189989249,Credit Card,MasterCard,Completed,2025-12-05 01:45:30,156.09835850968824,5528.455548498937
PAY000066,BK000056,1206.0444657773178,Bank Transfer,ACH,Completed,2024-07-14 10:01:42,15.060444657773179,1221.1049104350911
PAY000066,BK000056,6030.222328886589,Bank Transfer,ACH,Completed,2024-08-05 10:01:42,75.30222328886589,6105.524552175455
PAY000068,BK000057,6609.530687558087,Corporate Account,Corporate Card,Completed,2024-07-06 07:50:23,66.09530687558087,6675.625994433668
PAY000069,BK000058,2371.3459717904866,Debit Card,MasterCard Debit,Completed,2024-05-29 10:46:28,35.7701895768573,2407.116161367344
PAY000070,BK000059,16407.464639409027,Corporate Account,Corporate Card,Completed,2024-06-12 01:15:24,164.07464639409028,16571.539285803115
PAY000071,BK000060,13179.047506685438,Corporate Account,Corporate Card,Completed,2025-04-15 06:10:35,131.79047506685438,13310.837981752293
PAY000072,BK000061,14686.27948253952,Credit Card,American Express,Completed,2025-11-03 00:47:16,426.2021049936461,15112.481587533166
PAY000073,BK000062,378.10442611804,Credit Card,Discover,Completed,2024-06-16 19:09:04,11.265028357423162,389.36945447546316
PAY000074,BK000063,10187.367060609407,Debit Card,MasterCard Debit,Completed,2024-02-14 09:27:46,153.0105059091411,10340.37756651855
PAY000075,BK000064,463.6280330473279,Credit Card,MasterCard,Completed,2024-11-10 08:41:19,13.74521295837251,477.3732460057004
PAY000076,BK000065,1962.2294143242386,Debit Card,MasterCard Debit,Completed,2024-10-18 14:04:30,29.633441214863577,1991.8628555391022
PAY000077,BK000066,10457.579107869999,Credit Card,Visa,Completed,2025-11-29 18:34:17,303.56979412823,10761.14890199823
PAY000078,BK000067,6869.398416513026,Credit Card,Visa,Completed,2025-10-19 23:08:46,199.51255407887777,7068.910970591904
PAY000079,BK000068,712.9847007227118,Credit Card,Discover,Completed,2025-09-23 09:26:02,20.976556320958643,733.9612570436703
PAY000080,BK000069,38658.62296153638,Credit Card,Visa,Completed,2025-06-19 05:43:13,1121.400065884555,39780.02302742093
PAY000081,BK000070,1382.8789581060653,Debit Card,Visa Debit,Completed,2023-12-21 18:08:15,20.943184371590977,1403.8221424776564
PAY000082,BK000071,5524.117656776116,Credit Card,American Express,Completed,2025-12-09 17:47:26,160.4994120465074,5684.617068822623
PAY000083,BK000072,2749.3338698541393,Credit Card,Discover,Completed,2024-11-21 04:44:41,80.03068222577004,2829.364552079909
PAY000084,BK000073,547.441841422009,Credit Card,American Express,Completed,2025-10-30 21:31:08,16.175813401238262,563.6176548232473
PAY000085,BK000074,3389.1677849303583,Credit Card,Discover,Completed,2024-04-17 00:59:13,98.58586576298039,3487.753650693339
PAY000086,BK000075,10592.403261488653,Bank Transfer,ACH,Completed,2025-07-18 23:56:17,108.92403261488651,10701.32729410354
PAY000086,BK000075,52962.01630744326,Bank Transfer,ACH,Completed,2025-08-18 23:56:17,544.6201630744325,53506.63647051769
PAY000088,BK000076,53291.469374639106,Credit Card,Visa,Completed,2024-04-22 21:07:32,1545.7526118645342,54837.22198650364
PAY000089,BK000077,3826.4866622909403,Credit Card,Discover,Completed,2024-08-10 15:12:21,111.26811320643728,3937.7547754973775
PAY000090,BK000078,10498.761591315893,Credit Card,American Express,Completed,2024-07-11 13:40:55,304.7640861481609,10803.525677464055
PAY000091,BK000079,4665.164884387133,Credit Card,Visa,Completed,2024-07-13 23:56:28,135.58978164722686,4800.75466603436
PAY000092,BK000080,19209.052143664754,Credit Card,Discover,Completed,2025-06-25 00:14:17,557.3625121662778,19766.41465583103
PAY000093,BK000081,7217.191857963935,Credit Card,American Express,Completed,2024-11-04 08:43:55,209.59856388095415,7426.790421844889
PAY000094,BK000082,2467.180462256219,Debit Card,MasterCard Debit,Completed,2025-02-24 15:26:31,37.20770693384328,2504.3881691900624
PAY000095,BK000083,1298.9055934495273,Bank Transfer,ACH,Completed,2023-11-28 04:57:05,15.989055934495273,1314.8946493840226
PAY000095,BK000083,6494.527967247636,Bank Transfer,ACH,Completed,2024-01-16 04:57:05,79.94527967247636,6574.473246920113
PAY000097,BK000084,8974.222454658839,Credit Card,Discover,Completed,2024-07-22 02:40:15,260.55245118510635,9234.774905843946
PAY000098,BK000085,12494.131970890121,Corporate Account,Corporate Card,Completed,2024-11-07 10:17:31,124.94131970890122,12619.073290599023
PAY000099,BK000086,19779.24053470341,Debit Card,MasterCard Debit,Completed,2024-01-27 15:00:29,296.88860802055115,20076.129142723963
PAY000100,BK000087,4312.018550906292,Credit Card,MasterCard,Completed,2025-03-07 14:06:08,125.34853797628247,4437.3670888825745
PAY000101,BK000088,15725.228796928426,Credit Card,American Express,Completed,2025-10-15 02:05:32,456.33163511092437,16181.56043203935
PAY000102,BK000089,2172.524837186878,Bank Transfer,SEPA,Completed,2025-11-04 16:13:05,24.725248371868776,2197.2500855587464
PAY000102,BK000089,10862.624185934388,Bank Transfer,SEPA,Completed,2025-12-09 16:13:05,123.62624185934388,10986.250427793731
PAY000104,BK000090,41583.14683382365,Credit Card,Discover,Completed,2024-08-21 07:14:11,1206.2112581808858,42789.358092004535
PAY000105,BK000091,4233.270860820853,Debit Card,MasterCard Debit,Completed,2024-09-09 15:22:09,63.6990629123128,4296.969923733166
PAY000106,BK000092,7887.446522071527,Credit Card,MasterCard,Completed,2025-07-02 00:45:48,229.0359491400743,8116.4824712116015
PAY000107,BK000093,2815.863735159725,Corporate Account,Corporate Card,Completed,2025-03-09 13:58:06,28.15863735159725,2844.0223725113224
PAY000108,BK000094,12029.440145145598,Corporate Account,Direct Billing,Completed,2024-07-15 23:04:59,120.29440145145598,12149.734546597054
PAY000109,BK000095,33243.35296035491,Debit Card,MasterCard Debit,Completed,2024-06-14 08:58:22,498.8502944053236,33742.203254760236
PAY000110,BK000096,51142.796336688596,Credit Card,Discover,Completed,2025-12-06 12:45:53,1483.4410937639693,52626.237430452566
PAY000111,BK000097,4780.919600889276,Credit Card,Visa,Completed,2025-01-12 20:38:49,138.94666842578903,4919.8662693150645
PAY000112,BK000098,2406.0334627566544,Corporate Account,Direct Billing,Completed,2024-05-09 08:42:13,24.060334627566544,2430.093797384221
PAY000113,BK000099,31253.246986290134,Debit Card,Visa Debit,Completed,2025-04-15 01:50:45,468.99870479435197,31722.245691084485
PAY000114,BK000100,4101.206042183217,Debit Card,MasterCard Debit,Completed,2024-08-19 17:31:19,61.71809063274825,4162.924132815965
PAY000115,BK000101,5333.086275594947,Credit Card,Visa,Completed,2025-04-13 09:37:57,154.9595019922535,5488.045777587201
PAY000116,BK000102,646.9790667567486,Debit Card,Visa Debit,Completed,2024-08-14 07:52:15,9.904686001351228,656.8837527580998
PAY000117,BK000103,48183.078246632314,Credit Card,Visa,Completed,2025-10-02 06:10:08,1397.6092691523372,49580.68751578465
PAY000118,BK000104,1010.2824743792039,Bank Transfer,ACH,Completed,2025-02-03 14:49:43,13.10282474379204,1023.3852991229959
PAY000118,BK000104,5051.412371896019,Bank Transfer,ACH,Completed,2025-02-14 14:49:43,65.51412371896019,5116.926495614979
PAY000120,BK000105,505.7782497237247,Credit Card,Discover,Completed,2024-08-15 21:51:18,14.967569241988016,520.7458189657127
PAY000121,BK000106,19733.44167370216,Corporate Account,Direct Billing,Completed,2025-03-17 18:45:04,197.3344167370216,19930.776090439183
PAY000122,BK000107,2251.2456286693955,Credit Card,American Express,Completed,2025-01-02 21:16:53,65.58612323141247,2316.831751900808
PAY000123,BK000108,3302.2809737499138,Credit Card,Discover,Completed,2025-04-26 05:22:18,96.0661482387475,3398.3471219886615
PAY000124,BK000109,3007.2395250812474,Bank Transfer,SEPA,Completed,2024-08-23 09:16:02,33.07239525081248,3040.31192033206
PAY000124,BK000109,15036.197625406236,Bank Transfer,SEPA,Completed,2024-09-12 09:16:02,165.36197625406237,15201.559601660298
PAY000126,BK000110,7465.616468258464,Corporate Account,Direct Billing,Completed,2025-08-08 22:02:16,74.65616468258465,7540.272632941049
PAY000127,BK000111,4690.736928187729,Credit Card,Discover,Completed,2025-08-04 12:48:54,136.33137091744416,4827.0682991051735
PAY000128,BK000112,12271.192850806367,Corporate Account,Corporate Card,Completed,2024-04-25 11:44:53,122.71192850806366,12393.904779314431
PAY000129,BK000113,1093.2627386196286,Bank Transfer,ACH,Completed,2025-08-22 08:33:15,13.932627386196287,1107.195366005825
PAY000129,BK000113,5466.313693098143,Bank Transfer,ACH,Completed,2025-08-28 08:33:15,69.66313693098144,5535.976830029124
PAY000131,BK000114,20486.276005882784,Debit Card,MasterCard Debit,Completed,2025-12-19 17:59:22,307.49414008824175,20793.770145971026
PAY000132,BK000115,1044.9866302123353,Bank Transfer,ACH,Completed,2024-03-25 17:24:53,13.449866302123354,1058.4364965144587
PAY000132,BK000115,5224.933151061677,Bank Transfer,ACH,Completed,2024-05-04 17:24:53,67.24933151061677,5292.182482572293
PAY000134,BK000116,7327.490609837814,Debit Card,MasterCard Debit,Completed,2025-03-25 23:04:30,110.11235914756722,7437.602968985381
PAY000135,BK000117,369.39386231989846,Credit Card,Visa,Completed,2025-01-09 15:24:37,11.012422007277056,380.4062843271755
PAY000136,BK000118,7017.093171817724,Corporate Account,Direct Billing,Completed,2024-03-22 23:14:27,70.17093171817724,7087.264103535902
PAY000137,BK000119,12776.364254035465,Debit Card,Visa Debit,Completed,2024-06-30 10:15:02,191.84546381053195,12968.209717845997
PAY000138,BK000120,19486.57989732807,Debit Card,MasterCard Debit,Completed,2025-06-11 18:48:55,292.498698459921,19779.07859578799
PAY000139,BK000121,517.9356482591443,Debit Card,Visa Debit,Completed,2025-11-07 03:44:30,7.969034723887164,525.9046829830314
PAY000140,BK000122,449.0601768705523,Bank Transfer,Wire Transfer,Completed,2024-10-25 23:07:13,7.490601768705523,456.5507786392578
PAY000140,BK000122,2245.3008843527614,Bank Transfer,Wire Transfer,Completed,2024-11-09 23:07:13,37.45300884352761,2282.753893196289
PAY000142,BK000123,1297.2515455754985,Credit Card,Discover,Completed,2024-11-30 21:43:04,37.92029482168946,1335.171840397188
PAY000143,BK000124,2104.5199994037107,Debit Card,MasterCard Debit,Completed,2024-02-16 01:36:26,31.767799991055657,2136.2877993947664
PAY000144,BK000125,4875.981483682848,Credit Card,MasterCard,Completed,2025-07-27 03:11:29,141.7034630268026,5017.684946709651
PAY000145,BK000126,2438.1445592816813,Credit Card,American Express,Completed,2024-01-23 11:45:47,71.00619221916875,2509.15075150085
PAY000146,BK000127,1839.5322724597038,Credit Card,Visa,Completed,2024-07-23 07:12:42,53.64643590133141,1893.1787083610352
PAY000147,BK000128,40546.85402036389,Debit Card,MasterCard Debit,Completed,2024-09-19 23:46:12,608.4028103054584,41155.25683066935
PAY000148,BK000129,3531.8812151233196,Credit Card,Visa,Completed,2024-03-16 23:05:40,102.72455523857627,3634.605770361896
PAY000149,BK000130,9142.194392228721,Credit Card,Visa,Completed,2024-08-14 05:39:15,265.42363737463296,9407.618029603354
PAY000150,BK000131,677.6942632166586,Credit Card,Discover,Completed,2024-01-19 23:12:04,19.953133633283098,697.6473968499416
PAY000151,BK000132,4238.909924849631,Credit Card,American Express,Completed,2024-05-22 01:09:10,123.22838782063931,4362.13831267027
PAY000152,BK000133,4339.033124618649,Bank Transfer,Wire Transfer,Completed,2024-03-02 17:02:08,46.39033124618649,4385.423455864835
PAY000152,BK000133,21695.165623093242,Bank Transfer,Wire Transfer,Completed,2024-04-03 17:02:08,231.95165623093243,21927.117279324175
PAY000154,BK000134,3097.4171281692315,Debit Card,Visa Debit,Completed,2024-11-03 17:00:34,46.66125692253848,3144.07838509177
PAY000155,BK000135,5973.226599436052,Corporate Account,Direct Billing,Completed,2025-07-26 08:58:22,59.732265994360525,6032.9588654304125
PAY000156,BK000136,24746.852619698308,Debit Card,Visa Debit,Completed,2025-05-04 07:56:18,371.4027892954746,25118.255408993784
PAY000157,BK000137,15463.954710568793,Credit Card,Discover,Completed,2025-08-16 10:00:25,448.754686606495,15912.709397175287
PAY000158,BK000138,914.2999157524023,Bank Transfer,ACH,Completed,2025-07-16 21:17:45,12.142999157524024,926.4429149099262
PAY000158,BK000138,4571.499578762011,Bank Transfer,ACH,Completed,2025-09-01 21:17:45,60.71499578762011,4632.214574549631
PAY000160,BK000139,2616.096645474313,Bank Transfer,Wire Transfer,Completed,2025-09-04 12:17:43,29.160966454743132,2645.257611929056
PAY000160,BK000139,13080.483227371564,Bank Transfer,Wire Transfer,Completed,2025-09-14 12:17:43,145.80483227371565,13226.28805964528
PAY000162,BK000140,10928.45554678342,Credit Card,Discover,Completed,2024-01-30 11:50:22,317.2252108567192,11245.680757640139
PAY000163,BK000141,1586.3108704282292,Debit Card,Visa Debit,Completed,2024-01-07 06:00:48,23.994663056423438,1610.3055334846526
PAY000164,BK000142,1046.5055828120057,Bank Transfer,Wire Transfer,Completed,2024-08-09 10:40:37,13.465055828120057,1059.9706386401258
PAY000164,BK000142,5232.527914060029,Bank Transfer,Wire Transfer,Completed,2024-08-17 10:40:37,67.32527914060029,5299.853193200629
PAY000166,BK000143,3859.1110534909035,Credit Card,Discover,Completed,2024-05-22 04:51:46,112.21422055123621,3971.32527404214
PAY000167,BK000144,4777.935292088836,Credit Card,Discover,Completed,2025-06-22 06:58:41,138.86012347057627,4916.7954155594125
PAY000168,BK000145,6967.86476597944,Corporate Account,Direct Billing,Completed,2024-06-29 17:46:15,69.6786476597944,7037.543413639234
PAY000169,BK000146,1789.5109128200447,Bank Transfer,ACH,Completed,2025-09-04 21:27:52,20.895109128200446,1810.406021948245
PAY000169,BK000146,8947.554564100223,Bank Transfer,ACH,Completed,2025-09-16 21:27:52,104.47554564100223,9052.030109741225
PAY000171,BK000147,2949.2422464511637,Credit Card,Discover,Completed,2025-02-28 14:42:43,85.82802514708375,3035.0702715982475
PAY000172,BK000148,9399.087723322144,Corporate Account,Direct Billing,Completed,2025-12-02 23:19:17,93.99087723322144,9493.078600555365
PAY000173,BK000149,2436.6631871686936,Debit Card,Visa Debit,Completed,2025-03-15 20:44:55,36.749947807530404,2473.4131349762242
PAY000174,BK000150,624.8868405349281,Bank Transfer,Wire Transfer,Completed,2024-04-06 09:46:53,9.248868405349283,634.1357089402774
PAY000174,BK000150,3124.4342026746403,Bank Transfer,Wire Transfer,Completed,2024-04-22 09:46:53,46.24434202674641,3170.6785447013867
PAY000176,BK000151,2204.236618099114,Bank Transfer,SEPA,Completed,2025-03-04 08:26:03,25.04236618099114,2229.2789842801053
PAY000176,BK000151,11021.18309049557,Bank Transfer,SEPA,Completed,2025-04-06 08:26:03,125.2118309049557,11146.394921400526
PAY000178,BK000152,20992.180987746848,Corporate Account,Corporate Card,Completed,2024-02-13 11:52:12,209.9218098774685,21202.102797624317
PAY000179,BK000153,4545.514606519205,Credit Card,Discover,Completed,2024-10-27 15:33:12,132.11992358905695,4677.634530108262
PAY000180,BK000154,65039.69031009002,Corporate Account,Direct Billing,Completed,2024-08-23 00:26:11,650.3969031009002,65690.08721319093
PAY000181,BK000155,4355.436874020414,Credit Card,American Express,Completed,2025-03-20 23:26:51,126.607669346592,4482.044543367006
PAY000182,BK000156,3749.4612515985746,Debit Card,Visa Debit,Completed,2024-05-17 03:07:32,56.44191877397862,3805.903170372553
PAY000183,BK000157,2372.7892183363465,Credit Card,Visa,Completed,2024-09-12 00:23:46,69.11088733175404,2441.9001056681004
PAY000184,BK000158,3297.0535242082196,Debit Card,Visa Debit,Completed,2024-09-08 21:24:12,49.6558028631233,3346.709327071343
PAY000185,BK000159,2863.9935721366974,Credit Card,American Express,Completed,2025-01-03 17:04:29,83.35581359196422,2947.3493857286617
PAY000186,BK000160,4475.739917931564,Corporate Account,Direct Billing,Completed,2025-04-21 14:30:39,44.75739917931565,4520.49731711088
PAY000187,BK000161,23248.117775932158,Corporate Account,Direct Billing,Completed,2025-02-11 09:20:31,232.48117775932158,23480.59895369148
PAY000188,BK000162,30165.206929428798,Corporate Account,Direct Billing,Completed,2025-03-25 14:19:22,301.65206929428797,30466.858998723084
PAY000189,BK000163,2289.39359616622,Credit Card,Discover,Completed,2024-07-03 15:47:03,66.69241428882039,2356.0860104550407
PAY000190,BK000164,7049.438149445559,Bank Transfer,Wire Transfer,Completed,2024-12-17 00:31:40,73.4943814944556,7122.932530940016
PAY000190,BK000164,35247.190747227796,Bank Transfer,Wire Transfer,Completed,2025-02-08 00:31:40,367.47190747227796,35614.66265470008
PAY000192,BK000165,6791.974321115315,Credit Card,Visa,Completed,2023-12-23 20:51:53,197.26725531234416,6989.241576427659
PAY000193,BK000166,1937.5367568830857,Credit Card,American Express,Completed,2024-08-08 05:49:14,56.48856594960949,1994.025322832695
PAY000194,BK000167,1331.5282630122708,Credit Card,MasterCard,Completed,2025-12-14 15:25:42,38.91431962735585,1370.4425826396266
PAY000195,BK000168,5959.4864591655405,Credit Card,Visa,Completed,2025-09-21 08:38:40,173.1251073158007,6132.6115664813415
PAY000196,BK000169,9132.694219144942,Credit Card,MasterCard,Completed,2025-01-23 04:31:05,265.14813235520336,9397.842351500145
PAY000197,BK000170,5258.424974907811,Debit Card,MasterCard Debit,Completed,2024-08-14 12:56:29,79.07637462361716,5337.501349531428
PAY000198,BK000171,1865.8095418625355,Bank Transfer,SEPA,Completed,2024-03-10 21:53:18,21.658095418625358,1887.467637281161
PAY000198,BK000171,9329.047709312677,Bank Transfer,SEPA,Completed,2024-04-10 21:53:18,108.29047709312678,9437.338186405805
PAY000200,BK000172,4667.437337862863,Credit Card,MasterCard,Completed,2024-12-14 23:39:03,135.65568279802307,4803.093020660886
PAY000201,BK000173,553.2900289287147,Credit Card,MasterCard,Completed,2024-02-26 00:33:33,16.34541083893273,569.6354397676474
PAY000202,BK000174,742.0477527266792,Debit Card,MasterCard Debit,Completed,2024-10-28 18:22:52,11.330716290900186,753.3784690175794
PAY000203,BK000175,16628.676201069058,Corporate Account,Direct Billing,Completed,2025-07-03 04:07:38,166.28676201069058,16794.96296307975
PAY000204,BK000176,3725.659877380354,Credit Card,Visa,Completed,2025-03-07 14:40:05,108.34413644403027,3834.0040138243844
PAY000205,BK000177,1021.7167954510534,Credit Card,Discover,Completed,2025-03-13 13:52:55,29.92978706808055,1051.646582519134
PAY000206,BK000178,2131.4638532529166,Debit Card,MasterCard Debit,Completed,2025-09-25 06:23:53,32.17195779879375,2163.6358110517103
PAY000207,BK000179,38157.616094063305,Credit Card,Visa,Completed,2024-05-24 15:12:10,1106.8708667278358,39264.48696079114
PAY000208,BK000180,5594.506686696889,Credit Card,American Express,Completed,2024-10-21 01:02:05,162.5406939142098,5757.047380611099
PAY000209,BK000181,6223.053860500977,Corporate Account,Corporate Card,Completed,2025-07-14 16:59:06,62.23053860500977,6285.284399105987
PAY000210,BK000182,7593.544550449049,Debit Card,Visa Debit,Completed,2024-07-25 06:58:08,114.10316825673573,7707.647718705784
PAY000211,BK000183,5693.950388826636,Credit Card,American Express,Completed,2024-01-04 03:37:43,165.42456127597248,5859.374950102609
PAY000212,BK000184,4197.710890457933,Credit Card,American Express,Completed,2024-01-31 04:24:05,122.03361582328004,4319.744506281213
PAY000213,BK000185,13250.371212752903,Credit Card,Visa,Completed,2024-06-23 03:36:16,384.5607651698342,13634.931977922737
PAY000214,BK000186,17701.156624200445,Credit Card,American Express,Completed,2025-04-20 21:02:18,513.6335421018128,18214.790166302257
